bins	meanCoverage	standardError	feature	Sample
67	0.942924369747899	0.0240051833722478	threeUTRs	group1
68	0.934386554621849	0.0240140504178271	threeUTRs	group1
69	0.937579831932773	0.024067562984453	threeUTRs	group1
70	0.940336134453782	0.0239882327822158	threeUTRs	group1
71	0.949142857142857	0.0244254316487558	threeUTRs	group1
72	0.948974789915966	0.0243450045569222	threeUTRs	group1
73	0.935058823529412	0.0238417550824206	threeUTRs	group1
74	0.930218487394958	0.0241682895407046	threeUTRs	group1
75	0.932134453781513	0.0245163451768744	threeUTRs	group1
76	0.922285714285714	0.0243012864734968	threeUTRs	group1
77	0.902857142857143	0.0238664031778342	threeUTRs	group1
78	0.900537815126051	0.0240170325768378	threeUTRs	group1
79	0.894420168067227	0.0241606267082477	threeUTRs	group1
80	0.885411764705882	0.0242490633786548	threeUTRs	group1
81	0.895596638655462	0.0245859710759852	threeUTRs	group1
82	0.902319327731093	0.0249218393777626	threeUTRs	group1
83	0.904773109243697	0.024909982583773	threeUTRs	group1
84	0.888403361344538	0.0245946962431625	threeUTRs	group1
85	0.890050420168067	0.0250448820310279	threeUTRs	group1
86	0.884537815126051	0.0251049266208993	threeUTRs	group1
87	0.880840336134454	0.0253253981164458	threeUTRs	group1
88	0.893142857142857	0.0256062719096866	threeUTRs	group1
89	0.894957983193277	0.0256116424164228	threeUTRs	group1
90	0.87327731092437	0.0251551015132503	threeUTRs	group1
91	0.849647058823529	0.0252052739756943	threeUTRs	group1
92	0.831731092436975	0.0248765398697897	threeUTRs	group1
93	0.818756302521008	0.0250958863515907	threeUTRs	group1
94	0.806050420168067	0.0254796174054259	threeUTRs	group1
95	0.780302521008403	0.0242331151547285	threeUTRs	group1
96	0.739126050420168	0.0229293471145333	threeUTRs	group1
97	0.72763025210084	0.0230786066357577	threeUTRs	group1
98	0.700605042016807	0.0232790136441317	threeUTRs	group1
99	0.654319327731093	0.0220851727236066	threeUTRs	group1
100	0.572403361344538	0.0203382691873287	threeUTRs	group1
1	0.357877402876731	0.0110394496128782	downstream	group1
2	0.345711789218981	0.0108667655379363	downstream	group1
3	0.334924048931308	0.0104732854710405	downstream	group1
4	0.327732222072859	0.00989057793459648	downstream	group1
5	0.322254335260116	0.0097918178221014	downstream	group1
6	0.318826455168705	0.00975237024301718	downstream	group1
7	0.314423981717973	0.00924279842340217	downstream	group1
8	0.311769054980508	0.00960265832162791	downstream	group1
9	0.308038714881032	0.00964782322130035	downstream	group1
