bins	meanCoverage	standardError	feature	Sample
63	0.129214989609171	0.00742670520065405	downstream	group1
64	0.128846282764631	0.00732708456662899	downstream	group1
65	0.130287591338741	0.0074866516282261	downstream	group1
66	0.127270898974325	0.00646721851861909	downstream	group1
67	0.12961721525776	0.00628876994236158	downstream	group1
68	0.137695247033586	0.00684159307427259	downstream	group1
69	0.140041563317021	0.00696726496865526	downstream	group1
70	0.139203593215794	0.00696871464495489	downstream	group1
71	0.140008044512972	0.00701253543675697	downstream	group1
72	0.1407789770061	0.00715705011488036	downstream	group1
73	0.140678420593953	0.00716362823672082	downstream	group1
74	0.142421398404505	0.00750518372781548	downstream	group1
75	0.143862706978615	0.00754316380032496	downstream	group1
76	0.152510558423275	0.00787684249970355	downstream	group1
77	0.150734061808675	0.00776544305572425	downstream	group1
78	0.148890527585976	0.00777162441174965	downstream	group1
79	0.144801233491989	0.00753824072074764	downstream	group1
80	0.144901789904136	0.00764539845681339	downstream	group1
81	0.148220151504994	0.00802903010423387	downstream	group1
82	0.150365354964135	0.00826777163100612	downstream	group1
83	0.15053294898438	0.00838915175180663	downstream	group1
84	0.15452168666622	0.00842421456296431	downstream	group1
85	0.159448950861433	0.0089880978687178	downstream	group1
86	0.161527116712476	0.00885942905586006	downstream	group1
87	0.163102500502782	0.00975386725031345	downstream	group1
88	0.16678956894818	0.00983335344528789	downstream	group1
89	0.173426292149896	0.0110451621646235	downstream	group1
90	0.169739223704498	0.011154570133722	downstream	group1
91	0.180063015351612	0.0123469029421091	downstream	group1
92	0.185828249648053	0.0130181970871661	downstream	group1
93	0.186196956492592	0.0129378098339782	downstream	group1
94	0.198029094321915	0.0143815675603579	downstream	group1
95	0.204967486760072	0.0150549209582568	downstream	group1
96	0.201984313199705	0.0151479663338277	downstream	group1
97	0.185694174431856	0.0130245599958089	downstream	group1
98	0.169236441643762	0.0119321656904307	downstream	group1
99	0.168733659583026	0.0128748662860574	downstream	group1
100	0.158007642287323	0.0107148338423493	downstream	group1
